Richard Elmer Dorsey,16/12/1983,Baltimore,MD
Donald Carlton Eliason,24/07/1918,Owatonna,MN,18/08/2003
Leo A. Barnhorst,17/05/1924,Beech Grove,IN,25/08/2000
Thomas James Gugliotta,19/12/1969,Huntington Station,NY
Desmond Penigar,16/07/1981,DeQuincy,LA
Scott Alan Sims,18/04/1955,Kirksville,MO
Donald M. Dee,09/08/1943,Booneville,MD
Troy Brandon Murphy,02/05/1980,Sparta,NJ
Ned Dixon Hemric,29/08/1933,Jonesville,NC
James Franklin Edwards,22/11/1955,Seattle,WA
Maurice J. Ziegenhorn,21/11/1918,Chicago,IL,23/08/1970
Loy M. Petersen,26/07/1945,Anaheim,CA
Jay Charles Edwards,03/01/1969,Muncie,IN
Robert Earl Love,08/12/1942,Bastrop,LA
Claudell Overton,16/12/1927,McAlester,OK,29/04/1996
James Allen Les,18/08/1963,Niles,IL
Donnell Eugene Harvey,26/08/1980,Shellman,GA
Johnny Earl Dawkins,28/09/1963,Washington,DC
Bradley Alan Miller,12/04/1976,Fort Wayne,IN
Howard O'Neale Adams,21/01/1919,El Paso,AR,27/10/1998
Wayne E. Yates,07/11/1937,Little Rock,AR
Philip Arnold Smith,22/04/1952,San Francisco,CA,29/07/2002
Michael Antonio Ansley,08/02/1967,Birmingham,AL
Edward Kobie Stokes,03/09/1971,Syracuse,NY
Charles Edward O'Bannon,22/02/1975,Bellflower,CA
Courtney Fortson,23/05/1988,Montgomery,AL
Donald L. Elser,04/08/1913,Gary,IN,18/10/1968
Nathaniel Thurmond,25/07/1941,Akron,OH
Stephen Howard Jones,17/10/1942,Alexandria,LA
John Francis Wetzel,22/10/1944,Waynesboro,VA
Tim O'Connor James,25/12/1976,Miami,FL
Lewis Rufus Hitch,16/07/1929,Griggsville,IL,08/02/2012
Bernard Opper,01/09/1915,New York,NY,24/02/2000
Sean Curtis Green,02/02/1970,Santa Monica,CA
James M. McMillian,11/03/1948,Raeford,NC
Christopher Vernard Morris,20/01/1966,Atlanta,GA
Armen Louis Gilliam,28/05/1964,Pittsburgh,PA,05/07/2011
Artis Wayne Cooper,16/11/1956,Milan,GA
Russell Collier Saunders,12/03/1906,Trenton,NJ,24/11/1967
Raymond Morstadt,10/03/1913,Waukegan,IL
Stephen T. Vacendak,15/08/1944,Scranton,PA
David D. Cooke,27/09/1963,Sacramento,CA
Joel Bruce Kramer,30/11/1955,San Diego,CA
Norton Barnhill,15/07/1953,Winston-Salem,NC
John Brasker Garris,06/06/1959,Bridgeport,CT
Mark A. Wade,15/10/1965,Torrance,CA
Sharone Addaryl Wright,30/01/1973,Macon,GA
Andrew K. Toolson,19/01/1966,Chicago,IL
Kevin Allen Loder,15/03/1959,Cassopolis,MI
Dennis Horner,05/02/1988,Linwood,NJ
Derrick JaVaughn Byars,25/04/1984,Memphis,TN
Stephen Paul Kuberski,06/11/1947,Moline,IL
Kevin Lamont Thompson,07/02/1971,Winston-Salem,NC
Hilton A. Armstrong,11/11/1984,Peekskill,NY
George Harry Yardley,03/11/1928,Hollywood,CA,12/08/2004
Barry Wayne Stevens,17/01/1963,Flint,MI,21/02/2007
Kendall Lee Rhine,13/02/1943,Eldorado,IL
Albert Francis Grenert,08/07/1919,Holyoke,MA,09/08/2002
Leon Smith,02/11/1980,Chicago,IL
Jason Eugene Terry,15/09/1977,Seattle,WA
Luther E. Witte,19/10/1950,Philadelphia,PA
Guy Rucker,27/07/1977,Inkster,MI
Charles E. Pittman,23/03/1958,Rocky Mount,NC
Dwight Lamar,07/04/1951,Columbus,OH
Gerald Madkins,18/04/1969,Merced,CA
Eugene Timothy Bassett,01/04/1951,Washington,DC
Clyde L. Dickey,14/12/1951,Fort Wayne,IN,30/01/2003
Tyrone Lamont Nesby,31/01/1976,Cairo,IL
Marvin James Roberts,29/01/1950,Brooklyn,NY
William Earl Tatum,26/07/1953,Mount Vernon,NY
Brandon Williams,27/02/1975,Collinston,LA
David Denton,05/10/1938,Bowling Green,KY
Wallace Edgar Johnson,31/08/1952,Chicago,IL
Stephen Robert Scheffler,03/09/1967,Grand Rapids,MI
William Martin,16/08/1962,Washington,DC
Gregory Jackson,02/08/1952,Brooklyn,NY,01/05/2012
Eric Johnson,07/02/1966,Brooklyn,NY
Otis Lee Birdsong,09/12/1955,Winter Haven,FL
Ervin Johnson,21/12/1967,New Orleans,LA
Shawn Christopher Respert,06/02/1972,Detroit,MI
Jerome Byron Allen,28/01/1973,Philadelphia,PA
Kenneth Darnell Bannister,01/04/1960,Baltimore,MD
Levern Donihue Tart,01/06/1942,Marion,SC,22/06/2010
Julius Winfield Erving,22/02/1950,Roosevelt,NY
Henry Turner,18/08/1966,Oakland,CA
Ronnie Robinson,09/03/1951,Memphis,TN
John E. Mahnken,16/06/1922,Jersey City,NJ,14/12/2000
Corey Wayne Brewer,05/03/1986,Portland,TN
Gerald Eugene Sloan,28/03/1942,McLeansboro,IL
Voise Lee Winters,12/10/1962,Chicago,IL
Maurice Baker,28/07/1979,Granite City,IL
Robert Francis Wanzer,04/06/1921,Brooklyn,NY
Desmond Tremaine Mason,11/10/1977,Waxahachie,TX
Michael Jerome Cooper,15/04/1956,Los Angeles,CA
Brandon DaWayne Roy,23/07/1984,Seattle,WA
Thomas Doane Chambers,21/06/1959,Ogden,UT
Allen Frazier Leavell,27/05/1957,Muncie,IN
Al-Farouq Aminu,21/09/1990,Atlanta,GA
Richard Carl Mount,05/01/1947,Lebanon,IN
George F. McGinnis,12/08/1950,Indianapolis,IN
Vernon Maxwell,12/09/1965,Gainesville,FL
Richard James Ricketts,04/12/1933,Pottstown,PA,06/03/1988
Travis Lyle Diener,01/03/1982,Fond du Lac,WI
Keith Raymond Tower,15/05/1970,Libby,MT
Al W. Price,08/09/1917,Detroit,MI,07/11/2011
Charles Outlaw,13/04/1971,San Antonio,TX
Desmon Kenyatta Farmer,07/10/1981,Flint,MI
Robert Jake Voskuhl,01/11/1977,Tulsa,OK
Edmund Malanowicz,30/12/1910,Buffalo,NY
Willem Hendrik Van Breda Kolff,28/10/1922,Glen Ridge,NJ,22/08/2007
K.C. Jones,25/05/1932,Taylor,TX
Thomas Lee Hoover,23/01/1941,Washington,DC
Johnathan Hildred Wall,06/09/1990,Raleigh,NC
James Patrick Walsh,29/08/1930,San Francisco,CA,04/03/1976
David Earl Burns,03/07/1958,Dallas,TX
Marques Kevin Johnson,08/02/1956,Nachitoches,LA
James Calloway Bowdler,31/03/1977,Sharps,VA
Earvin Johnson,14/08/1959,Lansing,MI
Juan Dixon,09/10/1978,Baltimore,MD
Merle Alexander,02/09/1907,Rushville,IN,02/02/1987
Robert Gale Bishop,04/06/1922,Bellingham,WA,26/12/2003
Chris Albert Herren,27/09/1975,Fall River,MA
Sean Williams,13/09/1986,Houston,TX
Tom Edward Hammonds,27/03/1967,Fort Walton,FL
David L. Calhoun,01/11/1950,Waukegan,IL
Gregory Stiemsma,26/09/1985,Randolph,WI
Charles P. Beasley,23/09/1945,Shawnee,OK
Brett Leon Szabo,01/02/1968,Postville,IA
William Mark Tosheff,02/06/1926,Gary,IN,01/10/2011
Kevin Porter,17/04/1950,Chicago,IL
Cornelius Cash,03/03/1952,Macon,MS
Elgin Gay Baylor,16/09/1934,Washington,DC
Wayne Edward Englestad,06/12/1963,Rosemead,CA
James Edward Silas,11/02/1949,Tallulah,LA
Toby Thomas Knight,03/05/1955,Bronx,NY
Omar Cook,28/01/1982,Brooklyn,NY
Richard A. Schulz,03/01/1917,Racine,WI,26/06/1998
Talmadge Wesley Bennett,31/03/1913,Nashville,TN,20/08/2002
Michael F. Newlin,02/01/1949,Portland,OR
Charles Samuel Perry,06/04/1921,Savannah,GA,21/07/2001
Joe Dumars,24/05/1963,Shreveport,LA
Harry David Miller,28/07/1923,Brooklyn,NY,18/04/2007
Ledell Eackles,24/11/1966,Baton Rouge,LA
Wayne Keon Turner,22/03/1976,Boston,MA
Louis Herman Klotz,21/10/1921,Philadelphia,PA
Edward Miles,05/07/1940,North Little Rock,AR
Donald Rehfeldt,07/01/1927,Chicago,IL,17/10/1980
Lonnie Lynn,24/05/1943,Chicago,IL
Dennis Grey,26/08/1947,San Diego,CA
Chandler Parsons,25/10/1988,Casselberry,FK
Robert J. McNeill,22/10/1938,Philadelphia,PA
Glen Courtney Combs,30/10/1946,Hazard,KY
Justin Harper,30/08/1989,Richmond,VA
John Warren Marin,12/10/1944,Sharon,PA
Fred L. Boyd,13/06/1950,Bakersfield,CA
Andre Owens,31/10/1980,Indianapolis,IN
Lawrence Edward Moten,25/03/1972,Washington,DC
DeMarco Antonio Johnson,06/10/1975,Charlotte,NC
Gary C. Freeman,25/07/1948,Plainsville,OH
Dennis Wayne Johnson,18/09/1954,San Pedro,CA,22/02/2007
DerMarr Miles Johnson,05/05/1980,Washington,DC
Jarrett Matthew Jack,28/10/1983,Fort Washington,MD
Grant M. Simmons,07/03/1943,New Orleans,LA
Darrell Steven Griffith,16/06/1958,Louisville,KY
George Lawrence Mikan,18/06/1924,Joliet,IL,01/06/2005
T. Robert Armstrong,17/06/1933,Detroit,MI
John F. Sullivan,27/07/1935,Washington,DC,16/09/2010
Ronald Morton Thomas,19/11/1950,Louisville,KY
Paul Wendel Noel,17/08/1924,Midway,KY,16/11/2005
Darryl Finesse Watkins,08/11/1984,Paterson,NJ
Harvey Lee Catchings,02/09/1951,Jackson,MS
Leo Mogus,13/04/1921,Youngstown,OH
Mark Harvey Crow,22/10/1954,Edwards AFB,CA
James Mikley Mantell Posey,13/01/1977,Cleveland,OH
James Arthur Bradley,16/03/1952,East Chicago,IN,20/02/1982
Don J. Sunderlage,20/12/1929,Roselle,IL,15/07/1961
Cornelius L. Hawkins,17/07/1942,Brooklyn,NY
Roy James Tarpley,28/11/1964,New York,NY
Purvis Short,02/07/1957,Hattiesburg,MS
Bobby Joe Hooper,22/12/1946,Lees Creek,OH
John Busby Stroud,29/10/1957,New Albany,MS
Terry DeWayne Catledge,22/08/1963,Houston,MS
Latrell Fontaine Sprewell,08/09/1970,Milwaukee,WI
Willie James Worsley,13/11/1945,Bronx,NY
David Moorer West,29/08/1980,Teaneck,NJ
Jasper Wilson,12/07/1947,Camden,AR
George Ronald Widby,09/03/1945,Knoxville,TN
Theodore Edward Fritsch,31/10/1920,Spencer,WI,04/10/1979
Patrick Michael Cummings,11/07/1956,Johnstown,PA,26/06/2012
Emilio J. Sinicola,25/01/1929,New York,NY,06/06/2011
Daniel Joseph Godfread,14/06/1967,Fort Wayne,IN
Darwin Louis Cook,06/08/1958,Los Angeles,CA
Daequan Cook,28/04/1987,Dayton,OH
Michael Fitzgerald Morrison,16/08/1967,Washington,DC
Garfield Smith,18/11/1945,Campbellsville,KY
Craig Duane Neal,16/02/1964,Muncie,IN
Gregory Alan Dreiling,07/11/1963,Wichita,KS
John Lee Phares,31/12/1915,Elkins,WV,16/08/1974
Roshown McLeod,17/11/1975,Jersey City,NJ
Raymond Edward Epps,20/08/1956,Amelia,VA
Blaine Denning,19/09/1930,Fulton,KY
Cornelius Leo Simmons,15/03/1925,Newark,NJ,15/04/1989
Keith Eugene Booth,09/10/1974,Baltimore,MD
Ronald Stacey King,29/01/1967,Lawton,OK
Josh Davis,10/08/1980,Salem,OR
Johnny Reginald Davis,21/10/1955,Detroit,MI
Richard J. Snyder,01/02/1944,North Canton,OH
Joey Joseph Graham,11/06/1982,Wilmington,DE
Sidney Wicks,19/09/1949,Los Angeles,CA
Dwight Waller,05/10/1945,Brownsville,TN
Edric George Costain,04/11/1923,Wheeling,WV,30/09/2009
Robert Alan Elliott,18/08/1955,Ann Arbor,MI
Thomas Craig Abernethy,06/05/1954,South Bend,IN
David C. Bustion,30/08/1949,Gadsden,AL
Jeremy Tyler,21/06/1991,San Diego,CA
Raymond Albert Patterson,15/01/1922,Lafayette,IN,03/08/2011
Jacob Louis Molinas,16/04/1932,New York,NY,04/08/1975
Jackson Vroman,06/01/1981,Laguna,CA
Dell Demps,12/02/1970,Long Beach,CA
Quinton Lenord Ross,30/04/1981,Dallas,TX
Elliott Lydell Davis,25/03/1969,Toccoa,GA
Jerome Richardson,14/05/1966,Philadelphia,PA
William R. Kennedy,17/05/1938,Philadelphia,PA,31/08/2006
Hiram Fuller,15/05/1981,East St. Louis,MO
Zaid Abdul-Aziz,07/04/1946,Brooklyn,NY
Grant Henry Hill,05/10/1972,Dallas,TX
Malik Samory Hairston,23/02/1987,Detroit,MI
Thomas Alvin Stith,21/01/1939,Greenville Co.,VA,13/06/2010
Cornelius F. Taylor,03/10/1967,Aurora,IL
Baron Walter Louis Davis,13/04/1979,Los Angeles,CA
Kevin Christopher O'Shea,10/07/1925,San Francisco,CA,21/02/2003
Lewis G. Spicer,12/11/1922,Watertown,NY,23/06/1981
Bernard Thompson,30/08/1962,Phoenix,AZ
Bart Kofoed,24/03/1964,Omaha,NE
James Mitchell Cleamons,13/09/1949,Lincolnton,NC
Markieff Morris,02/09/1989,Philadelphia,PA
Willie J. Green,28/07/1981,Detroit,MI
Elbert J. Butler,09/07/1938,Rochester,NY,17/07/2000
Glen Max Morris,14/03/1925,Norris City,IL,08/01/1998
Byron Dwight Houston,22/11/1969,Watonga,KS
Bobby Frank Rule,29/06/1944,Riverside,CA
Marcus Morris,02/09/1989,Philadelphia,PA
James Birr,22/08/1916,Indianapolis,IN,08/06/2006
Donald Argee Barksdale,31/03/1923,Oakland,CA,08/03/1993
John Arnold Logan,01/01/1921,Richmond,IN,02/09/1977
Kevin Michael Grevey,12/05/1953,Hamilton,OH
John Edwin George,13/11/1928,Swissvale,PA,30/01/1989
Gene E. Englund,21/10/1917,Kenosha,WI,05/11/1995
Hillery L. Brown,30/07/1912,Chicago,IL,08/02/1991
James S. Nolan,09/06/1927,Macon,GA,19/04/1983
Michael Adams,19/01/1963,Hartford,CT
Christopher Wesson Bosh,02/03/1984,Dallas,TX
Corey Dwight Benjamin,24/02/1978,Compton,CA
Frederick O'Neal Vinson,28/01/1971,Murfreesboro,NC
David Murphy-Kasim Greenwood,27/05/1957,Lynwood,CA
Daniel Richard Green,22/06/1987,North Babylon,NY
Darius Myron Washington,06/12/1985,Winter Park,FL
Arian Keon Clark,16/04/1975,Danville,IL
Willie M. Wise,03/03/1947,San Francisco,CA
Shannon Brown,29/11/1985,Maywood,IL
Steven Charles Mix,30/12/1947,Toledo,OH
Jule L. Rivlin,02/02/1917,Wheeling,WV,23/09/2002
Judson Donald Buechler,19/06/1968,San Diego,CA
George Pruitt,18/06/1936,Chicago,IL,16/12/2007
James Browne,01/01/1930,Midlothian,IL
Cedrick Tyrone Hordges,08/01/1957,Montgomery,AL
Jerryd Andrew Bayless,20/08/1988,Phoenix,AZ
Lloyd Walton,23/11/1953,Chicago,IL
Joseph Patrick Hassett,11/09/1955,Providence,RI
Ron King,11/07/1951,Louisville,KY
Ronald Stephen Franz,20/10/1945,Kansas City,KS
Wayne Anthony Simien,09/03/1983,Leavenworth,KS
Frederick Jolley Sheffield,05/11/1923,Kaysville,UT,08/12/2009
Terry Richard Mills,21/12/1967,Romulus,MI
Michael Alex Conley,11/10/1987,Indianapolis,IN
Leland Mitchell,22/02/1941,Kiln,MS
Alton Lavelle Lister,01/10/1958,Dallas,TX
Ernest A. Calverley,30/01/1924,Pawtucket,RI,20/10/2003
Leonard J. Elmore,28/03/1952,New York,NY
Jared Scott Carter Jeffries,25/11/1981,Bloomington,IN
Jerald DeWayne Honeycutt,20/10/1974,Shreveport,LA
Adonis Adelecino Jordan,21/08/1970,Brooklyn,NY
Corie Kasoun Blount,04/01/1969,Monrovia,CA
Lamond Maurice Murray,20/04/1973,Pasadena,CA
Grady W. Lewis,25/03/1917,Boyd,TX,11/03/2009
Michael Dewayne McDonald,13/02/1969,Longview,TX
Marlbert Pradd,17/11/1944,Chicago,IL
Horace Albert McKinney,01/01/1919,Lowlands,NC,16/05/1997
Dave M. Johnson,16/11/1970,Morgan City,LA
Darryl Damone Johnson,26/10/1965,Flint,MI
DeJuan Shontez Wheat,14/10/1973,Louisville,KY
Harry Peter Grant,20/05/1927,Superior,WI
Danny Richardson Young,26/07/1962,Raleigh,NC
Ronald Lewis Rowan,23/04/1962,New Brighton,PA
Zabian Dowdell,10/09/1984,Pahokee,FL
Jeffrey Nigel Malone,28/06/1961,Mobile,AL
Elwood A. Norris,18/06/1919,Washington,IN,25/04/2007
Javaris Cortez Crittenton,31/12/1987,Atlanta,GA
Eric Charles Leckner,27/05/1966,Inglewood,CA
Lester Allen Conner,17/09/1959,Memphis,TN
Maurice Rodney Collins,04/08/1984,Philadelphia,PA
Gary Lee Bradds,26/07/1942,Jamestown,OH,15/07/1983
Donald F. Otten,18/04/1921,Bellefontaine,OH,18/09/1985
Rashad Dion McCants,25/09/1984,Asheville,NC
Anthony Quinn Pullard,23/06/1966,DeQuincy,LA
Tony Dumas,25/08/1972,Chicago,IL
Keith Raymond Erickson,19/04/1944,San Francisco,CA
Kevin Joseph Lynch,24/12/1968,Bloomington,MN
Vincent Joseph Boryla,11/03/1927,East Chicago,IN
Michael Barnwell Silliman,05/05/1944,Louisville,KY,16/06/2000
Clifford V. Anderson,07/09/1944,Philadelphia,PA
Tyler Deon Honeycutt,15/07/1990,Sylmar,CA
Derrick Rowland,21/06/1959,Brookhaven,NY
Glenn Stuart McDonald,18/03/1952,Kewanee,IL
George Gregory Glamack,07/06/1919,Johnstown,PA,10/03/1987
Walter Vernon Hatton,13/01/1936,Owingsville,KY
Daniel Paul Issel,25/10/1948,Batavia,IL
Wilson Washington,03/08/1955,Norfolk,VA
William Higgins,15/12/1952,Toledo,OH
Jerry Pettway,13/02/1944,Detroit,MI
Rick Hughes,22/08/1973,Cincinnati,OH
Joe Barry Carroll,24/07/1958,Pine Bluff,AR
James Weldon Hadnot,15/01/1940,Jasper,TX,02/08/1998
Clarence Francis,04/09/1932,Hammondsville,OH
Clinton Smith,19/01/1964,Cleveland,OH
Matt Kelly Barnes,09/03/1980,Santa Clara,CA
George P. Dempsey,19/07/1929,Philadelphia,PA
Noel Felix,04/10/1981,Los Angeles,CA
Mitchell James Richmond,30/06/1965,Fort Lauderdale,FL
Louis Marquel Roe,14/07/1972,Atlantic City,NJ
Alvin Heggs,12/12/1967,Jacksonville,FL
Ralph Lee Sampson,07/07/1960,Harrisonburg,VA
Louis Boudreau,17/07/1917,Harvey,IL,10/08/2001
DeJuan Lamont Blair,22/04/1989,Pittsburgh,PA
William Carl Bunting,26/08/1947,New Bern,NC
William L. Buntin,05/05/1942,Detroit,MI,09/05/1968
Robert Paul Kinney,16/09/1920,Fort Scott,KS,02/09/1985
Kawhi Leonard,29/06/1991,Riverside,CA
Cole David Aldrich,31/10/1988,Burnsville,MN
Donald Grate,27/08/1923,Greenfield,OH
Johnny Antonio Taylor,04/06/1974,Chattanooga,TN
Terry Michael Teagle,10/04/1960,Broaddus,TX
Marvin Jerome Barnes,27/07/1952,Providence,RI
Derek Ervin Smith,01/11/1961,Hogansville,GA,09/08/1996
Delbert Bower Smith,07/01/1920,Paul,ID,25/02/2009
Otis Henry Thorpe,05/08/1962,Boynton Beach,FL
James Ronald McDaniels,02/04/1948,Scottsville,KY
Hassan Olawale Adams,20/06/1984,Inglewood,CA
James Oliver Smith,12/04/1958,Cleveland,OH
William D. Evans,03/03/1947,New Haven,CT
Melvin Newbern,11/06/1967,Toledo,OH
Max L. Perry,16/05/1937,Columbus,IN,27/02/2008
Luther Green,13/11/1946,New York,NY,25/01/2006
Irving B. Terjesen,04/03/1915,Brooklyn,NY,12/04/1990
Daniel J. Carnevale,08/02/1918,Buffalo,NY,29/12/2005
Trevor Ruffin,26/09/1970,Buffalo,NY
Keith Adam Van Horn,23/10/1975,Fullerton,CA
Charles Bradford Black,15/06/1921,Arco,ID,22/12/1992
Wallace Aliifua Rank,01/03/1958,Fort Ord,CA
Stephen Henry Bracey,01/08/1950,Brooklyn,NY
Gerald James Paddio,21/04/1965,Lafayette,LA
Carlos Fernando Terry,22/06/1956,Lexington,NC,12/03/1989
Kenneth Walker,18/08/1964,Roberta,GA
Robert E. Naber,03/09/1929,Covington,KY,08/02/1998
Mark Anthony Aguirre,10/12/1959,Chicago,IL
Roy Manus Hinson,02/05/1961,Trenton,NJ
John Sidney Battle,09/11/1962,Washington,DC
Kemba Hudley Walker,08/05/1990,The Bronx,NY
Britton Weaver Johnsen,08/07/1979,Salt Lake City,UT
Aaron Michael Gray,07/12/1984,Tarzana,CA
Leonard Eugene Robinson,04/10/1951,Jacksonville,FL
Chris Jent,11/01/1970,Orange,CA
Eric C. Williams,17/07/1972,Newark,NJ
Steven Joseph Sitko,18/11/1917,Fort Wayne,IN,08/01/2003
Randolph Keys,19/04/1966,Collins,MS
Lance Stephenson,05/09/1990,Brooklyn,NY
Brian Patrick Heaney,03/09/1946,Rockaway Beach,NY
Scott Anthony Padgett,19/04/1976,Louisville,KY
William Edwin Spivey,19/03/1929,Lakeland,FL,08/05/1995
Kevin Robert McKenna,08/01/1959,St. Paul,MN
Frank Edward Kendrick,11/09/1950,Indianapolis,IN
Carldell Johnson,28/01/1983,New Orleans,LA
Anthony Michael Zeno,01/10/1957,New Orleans,LA
Paul Keen Mokeski,03/01/1957,Spokane,WA
Theodore Glenn Scalissi,26/10/1921,Madison,WI,06/01/1987
Anthony Jerome Webb,13/07/1963,Dallas,TX
James Jones,01/01/1945,Tallulah,LA
Marko John Todorovich,11/06/1923,Zeigler,IL,24/06/2000
Eugene Stephen Rhodes,02/09/1927,Louisville,KY
George Peter Svendsen,22/03/1913,Minneapolis,MN,06/08/1995
Kevin Michael Salvadori,30/12/1970,Wheeling,WV
DeWayne White,31/08/1986,Tuscaloosa,AL
Russell E. Lee,27/01/1950,Boston,MA
Donald E. Meineke,30/10/1930,Dayton,OH
Sam Smith,08/01/1955,Ferriday,LA
Sam Smith,27/01/1944,Hazard,KY
Tephen Hamilton,26/05/1978,Jackson,MS
Douglas M. Overton,03/08/1969,Philadelphia,PA
Horace Albert Brightman,22/09/1923,Eureka,CA,10/06/1992
Brad Allen Lohaus,29/09/1964,New Ulm,MN
Keith Ramon Bogans,12/05/1980,Washington,DC
Russell Schoene,16/04/1960,Trenton,IL
William Rodney Averitt,22/07/1952,Hopkinsville,KY
Derek Lamont Anderson,18/07/1974,Louisville,KY
D.C. Wilcutt,25/03/1923,Patton,AL
Almario Vernard Chalmers,19/05/1986,Anchorage,AK
Walter James Devlin,21/12/1931,Atlantic City,NJ,28/04/1995
Kendrick Le'Dale Perkins,10/11/1984,Nederland,TX
Conner Henry,21/07/1963,Claremont,CA
Herman Henry,08/12/1967,Dallas,TX
George T. Tinsley,19/09/1946,Louisville,KY
Edward Lewis Pinckney,27/03/1963,Bronx,NY
Larry O. Finch,16/02/1951,Memphis,TN,02/04/2011
Randy Foye,09/09/1983,Newark,NJ
Patrick Edward Frink,18/02/1945,Hutchinson,KS,06/05/2012
Donald Nathaniel Boyce,02/09/1973,Chicago,IL
Joseph Franklin Fulks,26/10/1921,Birmingham,KY,21/03/1976
Wayne R. Kreklow,04/01/1957,Neenah,WI
John L. Turner,30/11/1967,Washington,DC
William Robert Leonard,17/07/1932,Terre Haute,IN
Willie Ricardo Burton,26/05/1968,Detroit,MI
Howard L. Wright,22/02/1947,Louisville,KY
Jerome Purcell Chambers,18/07/1943,Washington,DC
Austin Darren Daye,05/06/1988,Irvine,CA
Darrell Eugene Armstrong,22/06/1968,Gastonia,NC
Howard Gregory Wright,20/12/1967,San Diego,CA
Walter Ander Williams,16/04/1970,Washington,DC
Russell Westbrook,12/11/1988,Long Beach,CA
Larry Moffett,05/11/1954,Mobile,AL
Dominic Ivan Pressley,30/05/1964,Washington,DC
Luke Ryan Jackson,06/11/1981,Eugene,OR
Alec Burks,20/07/1991,Grandview,MO
Lucious Brown Jackson,31/10/1941,San Marcos,TX
Darnell Terrell Valentine,03/02/1959,Chicago,IL
Robert Antawon Whaley,16/04/1982,Benton Harbor,MI
Richard Francis  Dennis Barry,28/03/1944,Elizabeth,NJ
John Williams,09/08/1962,Sorrento,LA
A.J. Wynder,11/09/1964,Bronx,NY
Peter Todd Lalich,23/06/1920,Lorain,OH,01/02/2008
Samuel Lee Robinson,01/01/1948,Los Angeles,CA
Robert J. Mullens,01/11/1922,Brooklyn,NY,15/07/1989
William E. Sattler,09/08/1916,Mineral City,OH,12/07/1971
Jason L. Lawson,02/09/1974,Philadelphia,PA
Thomas Edwin Workman,14/11/1944,Seattle,WA
Justin Ray Giddens,13/02/1985,Oklahoma City,OK
Russell Dean Critchfield,27/06/1946,Salinas,CA
Wayne Monte Rollins,16/06/1955,Winter Haven,FL
Chris Douglas-Roberts,08/01/1987,Detroit,MI
Christopher James Quinn,27/09/1983,New Orleans,LA
Keith Bernard Askins,15/12/1967,Athens,AL
Jodie Meeks,21/08/1987,Norcross,GA
Robert Lee Nash,24/08/1950,Hartford,CT
A. Byron Beck,25/01/1945,Ellensburg,WA
Mitchell Keith Anderson,23/09/1960,Chicago,IL
Mark Cecil Workman,10/03/1930,Charleston,WV,21/12/1983
McCoy McLemore,03/04/1942,Houston,TX,29/04/2009
Mateen Cleaves,07/09/1977,Flint,MI
Sean Lester Rooks,09/09/1969,New York,NY
Billy Eugene Owens,01/05/1969,Carlisle,PA
Isaiah Butch Morris,02/04/1969,Richmond,VA
Larry Sykes,11/04/1973,Toledo,OH
Granville S. Waiters,08/01/1961,Columbus,OH
Clinton Belmar Wager,20/01/1920,Winona,MN,29/02/1996
Byron James Mullens,14/02/1989,Canal Winchester,OH
David O'Neil Thompson,13/07/1954,Shelby,NC
Ronald Shavlik Randolph,24/11/1983,Raleigh,NC
Robert H. Anderegg,24/08/1937,Monroe,WI
Ernest DiGregorio,15/01/1951,North Providence,RI
James Lee Anderson,25/03/1989,El Dorado,AR
Andre Eugene McCarter,25/08/1953,Philadelphia,PA
Arild Verner Agerskov Mikkelsen,21/10/1928,Parlier,CA
Glen Anthony Rice,28/05/1967,Flint,MI
Bobby F. Knight,30/04/1929,Hartford,CT,23/05/2008
Roy Rogers,19/08/1973,Linden,AL
Rodney Ray Rogers,20/06/1971,Durham,NC
Randolph Childress,21/09/1972,Washington,DC
Otis Fitzgerald Smith,30/01/1964,Jacksonville,FL
Gregory Carleton Anthony,15/11/1967,Las Vegas,NV
Curtis Kitchen,30/01/1964,Cape Coral,FL
Raymond T. Bellingham,29/10/1916,Wesleyville,PA,21/12/1998
Dwayne Edward McClain,07/02/1963,Worcester,MA
James Joseph Paxson,09/07/1957,Kettering,OH
Adam Philip Harrington,05/07/1980,Bernardston,MA
Robert Frederick MacLeod,15/10/1917,Glen Ellyn,IL,13/01/2003
Joseph W. Graboski,15/01/1930,Chicago,IL,02/07/1998
Stuart Burrell Lantz,13/07/1946,Uniontown,PA
James Edward Paxson,19/12/1932,Pennville,IN
Dewitt Menyard,24/05/1944,Columbus,OH,21/05/2009
Charles Mrazovich,26/02/1924,Ambridge,PA
Donald R. Chaney,22/03/1946,Baton Rouge,LA
B. William Erickson,08/06/1928,Rockford,IL,21/09/1987
Lanard Copeland,16/07/1965,Atlanta,GA
Dexter Wayne Shouse,24/03/1963,Terre Haute,IN
Kenneth Victor Payne,25/11/1966,Laurel,MS
Roy Leonard Hurley,12/08/1922,Arcadia,CA,14/10/1993
Paul Arthur Griffin,20/01/1954,Shelby,MI
Brian David Scalabrine,18/03/1978,Long Beach,CA
Carroll Williams,11/11/1933,Stockton,CA
Leon Benbow,23/07/1950,Columbia,SC
Jonathan Keith Smart,21/09/1964,Baton Rouge,LA
Curtis R. Perry,13/09/1948,Washington,DC
John Paul Shasky,31/07/1964,Birmingham,MI
Willie D. Warren,22/10/1989,Dallas,TX
Alfred E. Bonniwell,06/10/1911,Philadelphia,PA,08/03/2002
